module	compound	compound_name	module_name
M00129	cpd:C00167	UDP-glucuronate	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C03033	beta-D-Glucuronoside	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C00191	D-Glucuronate	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C00800	L-Gulonate	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C01040	L-Gulono-1,4-lactone	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C03289	L-xylo-Hexulonolactone	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C00072	Ascorbate	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00130	cpd:C01194	1-Phosphatidyl-D-myo-inositol	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
M00130	cpd:C01277	1-Phosphatidyl-1D-myo-inositol 4-phosphate	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
M00130	cpd:C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
M00130	cpd:C01245	D-myo-Inositol 1,4,5-trisphosphate	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
M00130	cpd:C01272	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
M00131	cpd:C01272	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
M00131	cpd:C01243	1D-myo-Inositol 1,3,4-trisphosphate	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
M00131	cpd:C04063	D-myo-Inositol 3,4-bisphosphate	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
M00131	cpd:C04006	1D-myo-Inositol 3-phosphate	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
M00131	cpd:C00137	myo-Inositol	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
M00132	cpd:C01243	1D-myo-Inositol 1,3,4-trisphosphate	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
M00132	cpd:C04477	1D-myo-Inositol 1,3,4,6-tetrakisphosphate	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
M00132	cpd:C01284	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
M00132	cpd:C01204	myo-Inositol hexakisphosphate	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
M00133	cpd:C00062	L-Arginine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00133	cpd:C00179	Agmatine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00133	cpd:C00134	Putrescine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00133	cpd:C00019	S-Adenosyl-L-methionine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00133	cpd:C01137	S-Adenosylmethioninamine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00133	cpd:C00315	Spermidine	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
M00134	cpd:C00062	L-Arginine	Polyamine biosynthesis, arginine => ornithine => putrescine
M00134	cpd:C00077	L-Ornithine	Polyamine biosynthesis, arginine => ornithine => putrescine
M00134	cpd:C00134	Putrescine	Polyamine biosynthesis, arginine => ornithine => putrescine
M00135	cpd:C00134	Putrescine	GABA biosynthesis, eukaryotes, putrescine => GABA
M00135	cpd:C02714	N-Acetylputrescine	GABA biosynthesis, eukaryotes, putrescine => GABA
M00135	cpd:C05936	N4-Acetylaminobutanal	GABA biosynthesis, eukaryotes, putrescine => GABA
M00135	cpd:C02946	4-Acetamidobutanoate	GABA biosynthesis, eukaryotes, putrescine => GABA
M00135	cpd:C00334	4-Aminobutanoate	GABA biosynthesis, eukaryotes, putrescine => GABA
M00136	cpd:C00134	Putrescine	GABA biosynthesis, prokaryotes, putrescine => GABA
M00136	cpd:C15699	gamma-L-Glutamylputrecine	GABA biosynthesis, prokaryotes, putrescine => GABA
M00136	cpd:C15700	gamma-Glutamyl-gamma-aminobutyraldehyde	GABA biosynthesis, prokaryotes, putrescine => GABA
M00136	cpd:C15767	gamma-Glutamyl-gamma-aminobutyraye	GABA biosynthesis, prokaryotes, putrescine => GABA
M00136	cpd:C00334	4-Aminobutanoate	GABA biosynthesis, prokaryotes, putrescine => GABA
M00137	cpd:C00079	L-Phenylalanine	Flavanone biosynthesis, phenylalanine => naringenin
M00137	cpd:C00423	trans-Cinnamate	Flavanone biosynthesis, phenylalanine => naringenin
M00137	cpd:C00811	4-Coumarate	Flavanone biosynthesis, phenylalanine => naringenin
M00137	cpd:C00223	p-Coumaroyl-CoA	Flavanone biosynthesis, phenylalanine => naringenin
M00137	cpd:C06561	Naringenin chalcone	Flavanone biosynthesis, phenylalanine => naringenin
M00137	cpd:C00509	Naringenin	Flavanone biosynthesis, phenylalanine => naringenin
M00138	cpd:C00509	Naringenin	Flavonoid biosynthesis, naringenin => pelargonidin
M00138	cpd:C00974	Dihydrokaempferol	Flavonoid biosynthesis, naringenin => pelargonidin
M00138	cpd:C03648	cis-3,4-Leucopelargonidin	Flavonoid biosynthesis, naringenin => pelargonidin
M00138	cpd:C05904	Pelargonidin	Flavonoid biosynthesis, naringenin => pelargonidin
M00140	cpd:C00101	Tetrahydrofolate	C1-unit interconversion, prokaryotes
M00140	cpd:C00143	5,10-Methylenetetrahydrofolate	C1-unit interconversion, prokaryotes
M00140	cpd:C00445	5,10-Methenyltetrahydrofolate	C1-unit interconversion, prokaryotes
M00140	cpd:C00234	10-Formyltetrahydrofolate	C1-unit interconversion, prokaryotes
M00141	cpd:C00101	Tetrahydrofolate	C1-unit interconversion, eukaryotes
M00141	cpd:C00143	5,10-Methylenetetrahydrofolate	C1-unit interconversion, eukaryotes
M00141	cpd:C00445	5,10-Methenyltetrahydrofolate	C1-unit interconversion, eukaryotes
M00141	cpd:C00234	10-Formyltetrahydrofolate	C1-unit interconversion, eukaryotes
M00142	cpd:C00399	Ubiquinone	NADH:ubiquinone oxidoreductase, mitochondria
M00142	cpd:C00004	NADH	NADH:ubiquinone oxidoreductase, mitochondria
M00142	cpd:C00390	Ubiquinol	NADH:ubiquinone oxidoreductase, mitochondria
M00142	cpd:C00003	NAD+	NADH:ubiquinone oxidoreductase, mitochondria
M00142	cpd:COMMENT	Complex I in the electron transport chain.	NADH:ubiquinone oxidoreductase, mitochondria
M00144	cpd:C00399	Ubiquinone	NADH:quinone oxidoreductase, prokaryotes
M00144	cpd:C00004	NADH	NADH:quinone oxidoreductase, prokaryotes
M00144	cpd:C00390	Ubiquinol	NADH:quinone oxidoreductase, prokaryotes
M00144	cpd:C00003	NAD+	NADH:quinone oxidoreductase, prokaryotes
M00145	cpd:C00399	Ubiquinone	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
M00145	cpd:C00004	NADH	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
M00145	cpd:C00390	Ubiquinol	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
M00145	cpd:C00003	NAD+	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
M00148	cpd:C00399	Ubiquinone	Succinate dehydrogenase (ubiquinone)
M00148	cpd:C00042	Succinate	Succinate dehydrogenase (ubiquinone)
M00148	cpd:C00390	Ubiquinol	Succinate dehydrogenase (ubiquinone)
M00148	cpd:C00122	Fumarate	Succinate dehydrogenase (ubiquinone)
M00148	cpd:COMMENT	Complex II in the electron transport chain.	Succinate dehydrogenase (ubiquinone)
M00149	cpd:C00042	Succinate	Succinate dehydrogenase, prokaryotes
M00149	cpd:C15602	Quinone	Succinate dehydrogenase, prokaryotes
M00149	cpd:C00122	Fumarate	Succinate dehydrogenase, prokaryotes
M00149	cpd:C15603	Hydroquinone	Succinate dehydrogenase, prokaryotes
M00150	cpd:C00042	Succinate	Fumarate reductase, prokaryotes
M00150	cpd:C15602	Quinone	Fumarate reductase, prokaryotes
M00150	cpd:C00122	Fumarate	Fumarate reductase, prokaryotes
M00150	cpd:C15603	Hydroquinone	Fumarate reductase, prokaryotes
M00151	cpd:C00390	Ubiquinol	Cytochrome bc1 complex respiratory unit
M00151	cpd:C00125	Ferricytochrome c	Cytochrome bc1 complex respiratory unit
M00151	cpd:C00399	Ubiquinone	Cytochrome bc1 complex respiratory unit
M00151	cpd:C00126	Ferrocytochrome c	Cytochrome bc1 complex respiratory unit
M00151	cpd:C00080	H+	Cytochrome bc1 complex respiratory unit
M00151	cpd:COMMENT	Complex III in the electron transport chain.	Cytochrome bc1 complex respiratory unit
M00152	cpd:C00390	Ubiquinol	Cytochrome bc1 complex
M00152	cpd:C00125	Ferricytochrome c	Cytochrome bc1 complex
M00152	cpd:C00399	Ubiquinone	Cytochrome bc1 complex
M00152	cpd:C00126	Ferrocytochrome c	Cytochrome bc1 complex
M00152	cpd:C00080	H+	Cytochrome bc1 complex
M00152	cpd:COMMENT	Complex III in the electron transport chain.	Cytochrome bc1 complex
M00165	cpd:C00199	D-Ribulose 5-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C01182	D-Ribulose 1,5-bisphosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00011	CO2	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00197	3-Phospho-D-glycerate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00236	3-Phospho-D-glyceroyl phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00118	D-Glyceraldehyde 3-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00354	D-Fructose 1,6-bisphosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00085	D-Fructose 6-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00279	D-Erythrose 4-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00447	Sedoheptulose 1,7-bisphosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C05382	Sedoheptulose 7-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00165	cpd:C00117	D-Ribose 5-phosphate	Reductive pentose phosphate cycle (Calvin cycle)
M00166	cpd:C00199	D-Ribulose 5-phosphate	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00166	cpd:C01182	D-Ribulose 1,5-bisphosphate	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00166	cpd:C00011	CO2	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00166	cpd:C00197	3-Phospho-D-glycerate	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00166	cpd:C00236	3-Phospho-D-glyceroyl phosphate	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00166	cpd:C00118	D-Glyceraldehyde 3-phosphate	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
M00167	cpd:C00118	D-Glyceraldehyde 3-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00354	D-Fructose 1,6-bisphosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00085	D-Fructose 6-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00279	D-Erythrose 4-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00447	Sedoheptulose 1,7-bisphosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C05382	Sedoheptulose 7-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00117	D-Ribose 5-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00167	cpd:C00199	D-Ribulose 5-phosphate	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
M00168	cpd:C00074	Phosphoenolpyruvate	CAM (Crassulacean acid metabolism), dark
M00168	cpd:C00011	CO2	CAM (Crassulacean acid metabolism), dark
M00168	cpd:C00036	Oxaloacetate	CAM (Crassulacean acid metabolism), dark
M00168	cpd:C00149	(S)-Malate	CAM (Crassulacean acid metabolism), dark
M00169	cpd:C00149	(S)-Malate	CAM (Crassulacean acid metabolism), light
M00169	cpd:C00022	Pyruvate	CAM (Crassulacean acid metabolism), light
M00169	cpd:C00011	CO2	CAM (Crassulacean acid metabolism), light
M00169	cpd:C00074	Phosphoenolpyruvate	CAM (Crassulacean acid metabolism), light
M00170	cpd:C00074	Phosphoenolpyruvate	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
M00170	cpd:C00036	Oxaloacetate	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
M00170	cpd:C00049	L-Aspartate	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
M00170	cpd:C00011	CO2	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
M00171	cpd:C00074	Phosphoenolpyruvate	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00036	Oxaloacetate	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00049	L-Aspartate	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00149	(S)-Malate	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00022	Pyruvate	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00011	CO2	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00171	cpd:C00041	L-Alanine	C4-dicarboxylic acid cycle, NAD - malic enzyme type
M00172	cpd:C00074	Phosphoenolpyruvate	C4-dicarboxylic acid cycle, NADP - malic enzyme type
M00172	cpd:C00011	CO2	C4-dicarboxylic acid cycle, NADP - malic enzyme type
M00172	cpd:C00036	Oxaloacetate	C4-dicarboxylic acid cycle, NADP - malic enzyme type
M00172	cpd:C00149	(S)-Malate	C4-dicarboxylic acid cycle, NADP - malic enzyme type
M00172	cpd:C00022	Pyruvate	C4-dicarboxylic acid cycle, NADP - malic enzyme type
M00173	cpd:C00024	Acetyl-CoA	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00022	Pyruvate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00074	Phosphoenolpyruvate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00036	Oxaloacetate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00149	(S)-Malate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00122	Fumarate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00042	Succinate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00091	Succinyl-CoA	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00026	2-Oxoglutarate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00311	Isocitrate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00417	cis-Aconitate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00158	Citrate	Reductive citrate cycle (Arnon-Buchanan cycle)
M00173	cpd:C00566	(3S)-Citryl-CoA	Reductive citrate cycle (Arnon-Buchanan cycle)
M00174	cpd:C01438	Methane	Methane oxidation, methanotroph, methane => formaldehyde
M00174	cpd:C00132	Methanol	Methane oxidation, methanotroph, methane => formaldehyde
M00174	cpd:C00067	Formaldehyde	Methane oxidation, methanotroph, methane => formaldehyde
M00175	cpd:C00697	Nitrogen	Nitrogen fixation, nitrogen => ammonia
M00175	cpd:C00014	Ammonia	Nitrogen fixation, nitrogen => ammonia
M00176	cpd:C00059	Sulfate	Assimilatory sulfate reduction, sulfate => H2S
M00176	cpd:C00224	Adenylyl sulfate	Assimilatory sulfate reduction, sulfate => H2S
M00176	cpd:C00053	3'-Phosphoadenylyl sulfate	Assimilatory sulfate reduction, sulfate => H2S
M00176	cpd:C00094	Sulfite	Assimilatory sulfate reduction, sulfate => H2S
M00176	cpd:C00283	Hydrogen sulfide	Assimilatory sulfate reduction, sulfate => H2S
M00307	cpd:C00022	Pyruvate	Pyruvate oxidation, pyruvate => acetyl-CoA
M00307	cpd:C00024	Acetyl-CoA	Pyruvate oxidation, pyruvate => acetyl-CoA
M00307	cpd:COMMENT	The oxidative decarboxylation of pyruvate to acetyl-CoA is catalyzed by the pyruvate dehydrogenase complex as part of aerobic respiration or by pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1].	Pyruvate oxidation, pyruvate => acetyl-CoA
M00308	cpd:C00257	D-Gluconic acid	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C00118	D-Glyceraldehyde 3-phosphate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C00022	Pyruvate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C00236	3-Phospho-D-glyceroyl phosphate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:C00197	3-Phospho-D-glycerate	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00308	cpd:COMMENT	Organism group: euryarchaeota	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
M00309	cpd:C00257	D-Gluconic acid	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C00577	D-Glyceraldehyde	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C00022	Pyruvate	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C00880	D-Galactonate	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C01216	2-Dehydro-3-deoxy-D-galactonate	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:C00258	D-Glycerate	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00309	cpd:COMMENT	Organism group: archaea	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate
M00338	cpd:C00065	L-Serine	Cysteine biosynthesis, homocysteine + serine => cysteine
M00338	cpd:C00155	L-Homocysteine	Cysteine biosynthesis, homocysteine + serine => cysteine
M00338	cpd:C02291	L-Cystathionine	Cysteine biosynthesis, homocysteine + serine => cysteine
M00338	cpd:C00097	L-Cysteine	Cysteine biosynthesis, homocysteine + serine => cysteine
M00344	cpd:C00067	Formaldehyde	Formaldehyde assimilation, xylulose monophosphate pathway
M00344	cpd:C00184	Glycerone	Formaldehyde assimilation, xylulose monophosphate pathway
M00344	cpd:C00111	Glycerone phosphate	Formaldehyde assimilation, xylulose monophosphate pathway
M00344	cpd:C00354	D-Fructose 1,6-bisphosphate	Formaldehyde assimilation, xylulose monophosphate pathway
M00344	cpd:C00085	D-Fructose 6-phosphate	Formaldehyde assimilation, xylulose monophosphate pathway
M00345	cpd:C00199	D-Ribulose 5-phosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C00067	Formaldehyde	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C06019	D-arabino-Hex-3-ulose 6-phosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C00085	D-Fructose 6-phosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C00354	D-Fructose 1,6-bisphosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C00118	D-Glyceraldehyde 3-phosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C05345	beta-D-Fructose 6-phosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00345	cpd:C05378	beta-D-Fructose 1,6-bisphosphate	Formaldehyde assimilation, ribulose monophosphate pathway
M00346	cpd:C00037	Glycine	Formaldehyde assimilation, serine pathway
M00346	cpd:C00065	L-Serine	Formaldehyde assimilation, serine pathway
M00346	cpd:C00168	Hydroxypyruvate	Formaldehyde assimilation, serine pathway
M00346	cpd:C00258	D-Glycerate	Formaldehyde assimilation, serine pathway
M00346	cpd:C00631	2-Phospho-D-glycerate	Formaldehyde assimilation, serine pathway
M00346	cpd:C00074	Phosphoenolpyruvate	Formaldehyde assimilation, serine pathway
M00346	cpd:C00036	Oxaloacetate	Formaldehyde assimilation, serine pathway
M00346	cpd:C00149	(S)-Malate	Formaldehyde assimilation, serine pathway
M00346	cpd:C04348	(3S)-3-Carboxy-3-hydroxypropanoyl-CoA	Formaldehyde assimilation, serine pathway
M00346	cpd:C00048	Glyoxylate	Formaldehyde assimilation, serine pathway
M00356	cpd:C00132	Methanol	Methanogenesis, methanol => methane
M00356	cpd:C03920	2-(Methylthio)ethanesulfonate	Methanogenesis, methanol => methane
M00356	cpd:C04628	Coenzyme B	Methanogenesis, methanol => methane
M00356	cpd:C01438	Methane	Methanogenesis, methanol => methane
M00356	cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methanogenesis, methanol => methane
M00356	cpd:COMMENT	Organism group: methanogenic archaea	Methanogenesis, methanol => methane
M00357	cpd:C00033	Acetate	Methanogenesis, acetate => methane
M00357	cpd:C00227	Acetyl phosphate	Methanogenesis, acetate => methane
M00357	cpd:C00024	Acetyl-CoA	Methanogenesis, acetate => methane
M00357	cpd:C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	Methanogenesis, acetate => methane
M00357	cpd:C03576	Coenzyme M	Methanogenesis, acetate => methane
M00357	cpd:C03920	2-(Methylthio)ethanesulfonate	Methanogenesis, acetate => methane
M00357	cpd:C04628	Coenzyme B	Methanogenesis, acetate => methane
M00357	cpd:C01438	Methane	Methanogenesis, acetate => methane
M00357	cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	Methanogenesis, acetate => methane
M00358	cpd:C00074	Phosphoenolpyruvate	Coenzyme M biosynthesis
M00358	cpd:C11536	(2R)-O-Phospho-3-sulfolactate	Coenzyme M biosynthesis
